"Index Name","Date","Open","High","Low","Close"
"NIFTY LARGEMIDCAP 250","01 Jul 2024","15780.45","15883.55","15765","15878.00"
"NIFTY LARGEMIDCAP 250","28 Jun 2024","15761.55","15815.65","15735.85","15756.45"
"NIFTY LARGEMIDCAP 250","27 Jun 2024","15679.5","15752.2","15616.15","15721.50"
"NIFTY LARGEMIDCAP 250","26 Jun 2024","15655.65","15700","15594.6","15656.75"
"NIFTY LARGEMIDCAP 250","25 Jun 2024","15667.55","15703.3","15600.95","15645.10"
"NIFTY LARGEMIDCAP 250","24 Jun 2024","15536.95","15643.9","15462","15623.60"
"NIFTY LARGEMIDCAP 250","21 Jun 2024","15691.6","15696.2","15551.65","15584.45"
"NIFTY LARGEMIDCAP 250","20 Jun 2024","15593.35","15637.35","15514","15625.30"
"NIFTY LARGEMIDCAP 250","19 Jun 2024","15703.95","15704","15476.55","15541.10"
"NIFTY LARGEMIDCAP 250","18 Jun 2024","15644.3","15658.7","15590.7","15652.40"
"NIFTY LARGEMIDCAP 250","14 Jun 2024","15502.45","15583.4","15444.8","15574.70"
"NIFTY LARGEMIDCAP 250","13 Jun 2024","15472.5","15477","15387.7","15451.70"
"NIFTY LARGEMIDCAP 250","12 Jun 2024","15315.55","15388.3","15299.75","15358.65"
"NIFTY LARGEMIDCAP 250","11 Jun 2024","15235.8","15325.6","15189.45","15255.60"
"NIFTY LARGEMIDCAP 250","10 Jun 2024","15222.65","15285.8","15145.2","15191.30"
"NIFTY LARGEMIDCAP 250","07 Jun 2024","14938.15","15169.5","14893.65","15161.15"
"NIFTY LARGEMIDCAP 250","06 Jun 2024","14816.3","14987.05","14785.8","14913.45"
"NIFTY LARGEMIDCAP 250","05 Jun 2024","14313.2","14699.4","13979.2","14671.45"
"NIFTY LARGEMIDCAP 250","04 Jun 2024","15176.55","15176.55","13635.6","14145.35"
"NIFTY LARGEMIDCAP 250","03 Jun 2024","15273.75","15273.75","15061.6","15186.90"
"NIFTY LARGEMIDCAP 250","31 May 2024","14720.65","14750.8","14615.85","14708.60"
"NIFTY LARGEMIDCAP 250","30 May 2024","14779.85","14810.5","14617.9","14648.75"
"NIFTY LARGEMIDCAP 250","29 May 2024","14823.8","14868.4","14785.85","14804.00"
"NIFTY LARGEMIDCAP 250","28 May 2024","15002.25","15017.3","14841.25","14881.50"
"NIFTY LARGEMIDCAP 250","27 May 2024","15008","15046.85","14917.35","14966.85"
"NIFTY LARGEMIDCAP 250","24 May 2024","14951.15","15010.9","14916.6","14944.35"
"NIFTY LARGEMIDCAP 250","23 May 2024","14848.5","14956.75","14797.4","14948.75"
"NIFTY LARGEMIDCAP 250","22 May 2024","14818.25","14833.9","14707.7","14806.70"
"NIFTY LARGEMIDCAP 250","21 May 2024","14713.45","14775.85","14657.85","14765.25"
"NIFTY LARGEMIDCAP 250","18 May 2024","14717.1","14736.45","14702.9","14722.85"
"NIFTY LARGEMIDCAP 250","17 May 2024","14585.6","14670.45","14559.9","14662.75"
"NIFTY LARGEMIDCAP 250","16 May 2024","14481.7","14567.65","14393.9","14553.45"
"NIFTY LARGEMIDCAP 250","15 May 2024","14387.8","14453.5","14364.15","14417.80"
"NIFTY LARGEMIDCAP 250","14 May 2024","14252.5","14357.3","14216.65","14344.15"
"NIFTY LARGEMIDCAP 250","13 May 2024","14179.5","14247.4","13965.05","14227.05"
"NIFTY LARGEMIDCAP 250","10 May 2024","14109.2","14186.45","14009.55","14176.00"
"NIFTY LARGEMIDCAP 250","09 May 2024","14308.5","14334.6","14049.75","14070.00"
"NIFTY LARGEMIDCAP 250","08 May 2024","14225.05","14350.05","14163.95","14310.90"
"NIFTY LARGEMIDCAP 250","07 May 2024","14481.6","14484.7","14187.1","14253.95"
"NIFTY LARGEMIDCAP 250","06 May 2024","14578.35","14580.5","14388.05","14450.10"
"NIFTY LARGEMIDCAP 250","03 May 2024","14653.15","14660.55","14427.35","14509.80"
"NIFTY LARGEMIDCAP 250","02 May 2024","14547.15","14610.05","14532.05","14584.30"
"NIFTY LARGEMIDCAP 250","30 Apr 2024","14547.9","14619.35","14504.4","14520.25"
"NIFTY LARGEMIDCAP 250","29 Apr 2024","14458.35","14511.3","14410.35","14504.40"
"NIFTY LARGEMIDCAP 250","26 Apr 2024","14429.75","14459.05","14397.4","14414.95"
"NIFTY LARGEMIDCAP 250","25 Apr 2024","14294.5","14398.2","14270.6","14389.80"
"NIFTY LARGEMIDCAP 250","24 Apr 2024","14292.35","14331.85","14283.2","14311.30"
"NIFTY LARGEMIDCAP 250","23 Apr 2024","14232.4","14259.35","14194.75","14236.50"
"NIFTY LARGEMIDCAP 250","22 Apr 2024","14161.95","14171.45","14101.45","14153.10"
"NIFTY LARGEMIDCAP 250","19 Apr 2024","13930.2","14075.55","13812.2","14038.40"
"NIFTY LARGEMIDCAP 250","18 Apr 2024","14168.85","14233.95","14011.7","14035.40"
"NIFTY LARGEMIDCAP 250","16 Apr 2024","14059.7","14162.5","14029.5","14100.30"
"NIFTY LARGEMIDCAP 250","15 Apr 2024","14126.2","14233.45","14034.7","14138.50"
"NIFTY LARGEMIDCAP 250","12 Apr 2024","14406.1","14453.7","14315.6","14324.45"
"NIFTY LARGEMIDCAP 250","10 Apr 2024","14376.05","14439.60","14348.75","14426.65"
"NIFTY LARGEMIDCAP 250","09 Apr 2024","14417.90","14418.55","14291.10","14325.75"
"NIFTY LARGEMIDCAP 250","08 Apr 2024","14368.90","14392.00","14314.70","14353.15"
"NIFTY LARGEMIDCAP 250","05 Apr 2024","14249.95","14304.55","14223.05","14295.95"
"NIFTY LARGEMIDCAP 250","04 Apr 2024","14327.05","14337.80","14185.60","14251.20"
"NIFTY LARGEMIDCAP 250","03 Apr 2024","14167.90","14255.05","14141.50","14227.30"
"NIFTY LARGEMIDCAP 250","02 Apr 2024","14134.15","14196.40","14099.50","14191.60"
"NIFTY LARGEMIDCAP 250","01 Apr 2024","14018.60","14110.65","14012.25","14102.85"
"NIFTY LARGEMIDCAP 250","28 Mar 2024","13875.45","13990.60","13847.90","13921.10"
"NIFTY LARGEMIDCAP 250","27 Mar 2024","13826.60","13885.20","13810.35","13822.35"
"NIFTY LARGEMIDCAP 250","26 Mar 2024","13671.70","13803.30","13671.40","13784.40"
"NIFTY LARGEMIDCAP 250","22 Mar 2024","13637.55","13758.10","13602.45","13731.05"
"NIFTY LARGEMIDCAP 250","21 Mar 2024","13558.35","13671.55","13558.35","13660.55"
"NIFTY LARGEMIDCAP 250","20 Mar 2024","13469.25","13498.95","13318.95","13439.75"
"NIFTY LARGEMIDCAP 250","19 Mar 2024","13567.15","13573.00","13406.25","13434.00"
"NIFTY LARGEMIDCAP 250","18 Mar 2024","13580.05","13622.00","13488.30","13590.60"
"NIFTY LARGEMIDCAP 250","15 Mar 2024","13632.00","13683.75","13467.95","13591.50"
"NIFTY LARGEMIDCAP 250","14 Mar 2024","13397.75","13667.35","13323.10","13652.05"
"NIFTY LARGEMIDCAP 250","13 Mar 2024","13905.75","13916.65","13368.15","13442.70"
"NIFTY LARGEMIDCAP 250","12 Mar 2024","13982.55","13991.95","13825.20","13865.55"
"NIFTY LARGEMIDCAP 250","11 Mar 2024","14088.25","14090.90","13955.05","13970.65"
"NIFTY LARGEMIDCAP 250","07 Mar 2024","14035.80","14082.10","14023.05","14046.25"
"NIFTY LARGEMIDCAP 250","06 Mar 2024","14037.05","14041.65","13837.10","14013.85"
"NIFTY LARGEMIDCAP 250","05 Mar 2024","14062.60","14078.90","13999.60","14032.25"
"NIFTY LARGEMIDCAP 250","04 Mar 2024","14075.40","14086.50","14016.55","14063.25"
"NIFTY LARGEMIDCAP 250","02 Mar 2024","14036.65","14067.30","14022.50","14047.70"
"NIFTY LARGEMIDCAP 250","01 Mar 2024","13887.75","13992.20","13887.05","13985.10"
"NIFTY LARGEMIDCAP 250","29 Feb 2024","13769.05","13871.85","13671.00","13826.85"
"NIFTY LARGEMIDCAP 250","28 Feb 2024","14005.75","14012.30","13747.95","13773.85"
"NIFTY LARGEMIDCAP 250","27 Feb 2024","13973.35","14021.55","13940.65","13981.60"
"NIFTY LARGEMIDCAP 250","26 Feb 2024","14011.25","14032.00","13925.75","13972.30"
"NIFTY LARGEMIDCAP 250","23 Feb 2024","14040.65","14059.40","13989.30","14014.50"
"NIFTY LARGEMIDCAP 250","22 Feb 2024","13919.00","14001.05","13783.25","13985.90"
"NIFTY LARGEMIDCAP 250","21 Feb 2024","14037.95","14045.00","13841.15","13875.70"
"NIFTY LARGEMIDCAP 250","20 Feb 2024","13989.15","14004.10","13942.20","13995.15"
"NIFTY LARGEMIDCAP 250","19 Feb 2024","13994.70","14028.55","13947.45","13986.10"
"NIFTY LARGEMIDCAP 250","16 Feb 2024","13900.70","13946.45","13871.20","13929.30"
"NIFTY LARGEMIDCAP 250","15 Feb 2024","13809.95","13851.30","13777.35","13833.45"
"NIFTY LARGEMIDCAP 250","14 Feb 2024","13519.10","13764.05","13482.20","13739.70"
"NIFTY LARGEMIDCAP 250","13 Feb 2024","13603.15","13651.90","13436.90","13640.45"
"NIFTY LARGEMIDCAP 250","12 Feb 2024","13851.40","13855.95","13546.90","13578.30"
"NIFTY LARGEMIDCAP 250","09 Feb 2024","13879.20","13884.60","13636.35","13809.40"
"NIFTY LARGEMIDCAP 250","08 Feb 2024","14005.30","14006.85","13832.30","13857.85"
"NIFTY LARGEMIDCAP 250","07 Feb 2024","13944.75","13957.75","13843.05","13923.05"
"NIFTY LARGEMIDCAP 250","06 Feb 2024","13769.35","13863.45","13698.50","13856.00"
"NIFTY LARGEMIDCAP 250","05 Feb 2024","13795.85","13844.95","13686.10","13717.10"
"NIFTY LARGEMIDCAP 250","02 Feb 2024","13727.55","13854.30","13720.90","13743.85"
"NIFTY LARGEMIDCAP 250","01 Feb 2024","13745.80","13746.20","13599.95","13659.95"
"NIFTY LARGEMIDCAP 250","31 Jan 2024","13537.05","13710.35","13521.35","13703.45"
"NIFTY LARGEMIDCAP 250","30 Jan 2024","13664.60","13684.05","13522.45","13532.40"
"NIFTY LARGEMIDCAP 250","29 Jan 2024","13458.10","13626.90","13454.05","13616.30"
"NIFTY LARGEMIDCAP 250","25 Jan 2024","13483.65","13484.40","13338.20","13402.05"
"NIFTY LARGEMIDCAP 250","24 Jan 2024","13274.70","13473.15","13170.10","13458.25"
"NIFTY LARGEMIDCAP 250","23 Jan 2024","13688.75","13693.65","13224.80","13271.55"
"NIFTY LARGEMIDCAP 250","20 Jan 2024","13655.50","13673.05","13576.45","13588.85"
"NIFTY LARGEMIDCAP 250","19 Jan 2024","13519.95","13584.55","13505.20","13578.55"
"NIFTY LARGEMIDCAP 250","18 Jan 2024","13401.05","13445.70","13184.15","13419.75"
"NIFTY LARGEMIDCAP 250","17 Jan 2024","13497.25","13592.55","13441.65","13454.55"
"NIFTY LARGEMIDCAP 250","16 Jan 2024","13718.50","13736.85","13581.25","13659.75"
"NIFTY LARGEMIDCAP 250","15 Jan 2024","13694.80","13711.40","13613.55","13701.40"
"NIFTY LARGEMIDCAP 250","12 Jan 2024","13589.60","13629.85","13544.25","13610.60"
"NIFTY LARGEMIDCAP 250","11 Jan 2024","13523.20","13550.55","13483.15","13519.85"
"NIFTY LARGEMIDCAP 250","10 Jan 2024","13443.75","13480.90","13350.55","13473.30"
"NIFTY LARGEMIDCAP 250","09 Jan 2024","13500.95","13525.25","13419.95","13434.85"
"NIFTY LARGEMIDCAP 250","08 Jan 2024","13562.20","13567.25","13397.10","13409.05"
"NIFTY LARGEMIDCAP 250","05 Jan 2024","13543.60","13572.10","13453.55","13529.35"
"NIFTY LARGEMIDCAP 250","04 Jan 2024","13404.20","13506.85","13397.10","13495.25"
"NIFTY LARGEMIDCAP 250","03 Jan 2024","13373.50","13382.20","13307.45","13346.35"
"NIFTY LARGEMIDCAP 250","02 Jan 2024","13412.20","13415.10","13243.70","13358.50"
"NIFTY LARGEMIDCAP 250","01 Jan 2024","13372.70","13437.80","13351.15","13389.75"
"NIFTY LARGEMIDCAP 250","29 Dec 2023","13301.55","13361.85","13264.45","13347.00"
"NIFTY LARGEMIDCAP 250","28 Dec 2023","13269.55","13303.95","13232.85","13294.85"
"NIFTY LARGEMIDCAP 250","27 Dec 2023","13196.25","13241.40","13159.90","13227.70"
"NIFTY LARGEMIDCAP 250","26 Dec 2023","13108.60","13162.00","13078.70","13141.95"
"NIFTY LARGEMIDCAP 250","22 Dec 2023","13045.40","13100.30","12988.20","13072.25"
"NIFTY LARGEMIDCAP 250","21 Dec 2023","12757.95","13004.00","12699.25","12987.90"
"NIFTY LARGEMIDCAP 250","20 Dec 2023","13229.05","13261.90","12819.25","12853.90"
"NIFTY LARGEMIDCAP 250","19 Dec 2023","13214.00","13215.10","13099.05","13163.35"
"NIFTY LARGEMIDCAP 250","18 Dec 2023","13166.85","13203.55","13106.05","13177.90"
"NIFTY LARGEMIDCAP 250","15 Dec 2023","13145.25","13170.80","13105.35","13160.30"
"NIFTY LARGEMIDCAP 250","14 Dec 2023","13025.40","13091.10","13014.15","13076.20"
"NIFTY LARGEMIDCAP 250","13 Dec 2023","12886.55","12937.10","12811.25","12923.70"
"NIFTY LARGEMIDCAP 250","12 Dec 2023","12948.40","12955.60","12810.25","12856.40"
"NIFTY LARGEMIDCAP 250","11 Dec 2023","12878.10","12920.80","12867.65","12915.25"
"NIFTY LARGEMIDCAP 250","08 Dec 2023","12893.85","12916.05","12767.30","12854.45"
"NIFTY LARGEMIDCAP 250","07 Dec 2023","12835.95","12867.85","12777.95","12857.70"
"NIFTY LARGEMIDCAP 250","06 Dec 2023","12832.10","12848.80","12760.60","12821.25"
"NIFTY LARGEMIDCAP 250","05 Dec 2023","12750.00","12778.90","12671.35","12773.70"
"NIFTY LARGEMIDCAP 250","04 Dec 2023","12693.80","12700.90","12609.35","12691.65"
"NIFTY LARGEMIDCAP 250","01 Dec 2023","12443.60","12503.75","12437.60","12487.40"
"NIFTY LARGEMIDCAP 250","30 Nov 2023","12339.95","12402.35","12283.10","12389.80"
"NIFTY LARGEMIDCAP 250","29 Nov 2023","12281.75","12327.20","12278.55","12321.25"
"NIFTY LARGEMIDCAP 250","28 Nov 2023","12198.80","12228.65","12169.20","12220.35"
"NIFTY LARGEMIDCAP 250","24 Nov 2023","12166.35","12180.65","12147.45","12158.20"
"NIFTY LARGEMIDCAP 250","23 Nov 2023","12168.25","12184.40","12140.70","12147.85"
"NIFTY LARGEMIDCAP 250","22 Nov 2023","12137.95","12151.65","12065.60","12141.50"
